datacenter_location,router_name,interface_ip,link_type,latency_ms,bandwidth_gbps,vulnerability_score,node_status,last_security_scan
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,10.188.68.75,Edge Distribution,12,40,0.4,Operational / Patch Compliant,2026-06-14T05:48:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_02,10.238.11.37,Inter-DC Transit,20,100,0.2,Operational / Patch Compliant,2026-06-13T01:41:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,172.24.210.177,Backbone Trunk,1,400,0.36,Operational / Patch Compliant,2026-06-14T11:25:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.21.177.150,Edge Distribution,13,40,0.24,Operational / Patch Compliant,2026-06-12T17:38:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_04,172.27.74.129,Edge Distribution,20,10,0.19,Operational / Patch Compliant,2026-06-15T02:24:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_03,172.16.169.134,Edge Distribution,5,40,0.04,Operational / Patch Compliant,2026-06-12T09:00:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,172.19.121.190,Edge Distribution,9,40,0.3,Operational / Patch Compliant,2026-06-09T20:14:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_01,172.29.244.6,Edge Distribution,18,40,0.77,Critical Exposure,2026-06-13T05:55:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,172.25.33.254,Edge Distribution,10,40,0.02,Operational / Patch Compliant,2026-06-10T05:46:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,172.31.192.121,Edge Distribution,7,40,0.2,Operational / Patch Compliant,2026-06-08T03:56:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_02,172.24.161.132,Inter-DC Transit,24,40,0.03,Operational / Patch Compliant,2026-06-09T17:23:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,172.24.245.232,Backbone Trunk,8,400,0.06,Operational / Patch Compliant,2026-06-08T12:47:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,172.31.161.207,Edge Distribution,12,40,0.42,Operational / Patch Compliant,2026-06-13T03:01:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_04,172.22.149.200,Edge Distribution,6,10,0.4,Operational / Patch Compliant,2026-06-09T04:34:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,172.17.135.174,Inter-DC Transit,30,40,0.18,Operational / Patch Compliant,2026-06-10T16:26:44Z
US (Virginia-East),US_Edge_Aggregation_05,10.173.214.165,Edge Distribution,8,40,0.2,Operational / Patch Compliant,2026-06-13T17:46:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_01,10.182.169.131,Edge Distribution,19,10,0.17,Operational / Patch Compliant,2026-06-11T15:46:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,10.72.124.84,Edge Distribution,20,40,0.44,Operational / Patch Compliant,2026-06-10T09:56:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_04,172.29.245.16,Backbone Trunk,8,400,0.44,Operational / Patch Compliant,2026-06-08T00:16:44Z
US (Virginia-East),US_Distribution_Layer_01,172.31.97.159,Edge Distribution,13,40,0.32,Operational / Patch Compliant,2026-06-14T21:22:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,10.48.137.237,Inter-DC Transit,17,100,0.76,Critical Exposure,2026-06-14T07:21:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,172.20.213.252,Backbone Trunk,3,400,0.6,Mitigation Required,2026-06-13T06:50:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_03,172.20.106.83,Edge Distribution,6,10,0.37,Operational / Patch Compliant,2026-06-14T19:57:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_03,172.20.195.240,Inter-DC Transit,28,100,0.36,Operational / Patch Compliant,2026-06-14T13:44:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,10.43.97.142,Edge Distribution,19,10,0.34,Operational / Patch Compliant,2026-06-11T14:03:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.176.144.6,Edge Distribution,13,40,0.34,Operational / Patch Compliant,2026-06-08T21:20:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_04,172.21.208.25,Backbone Trunk,8,200,0.35,Operational / Patch Compliant,2026-06-09T20:24:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_03,10.222.88.126,Backbone Trunk,5,200,0.24,Operational / Patch Compliant,2026-06-13T12:41:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,172.20.29.75,Inter-DC Transit,16,100,0.35,Operational / Patch Compliant,2026-06-11T16:33:44Z
US (Virginia-East),US_Core_Backbone_01,172.28.20.181,Backbone Trunk,5,200,0.37,Operational / Patch Compliant,2026-06-13T09:45:44Z
US (Virginia-East),US_Edge_Aggregation_01,10.82.213.25,Edge Distribution,13,40,0.08,Operational / Patch Compliant,2026-06-10T23:27:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.237.101.97,Backbone Trunk,6,400,0.11,Operational / Patch Compliant,2026-06-12T14:07:44Z
US (Virginia-East),US_Edge_Aggregation_05,10.195.188.19,Edge Distribution,6,10,0.23,Operational / Patch Compliant,2026-06-14T12:08:44Z
US (Virginia-East),US_Border_Gateway_04,172.31.243.110,Inter-DC Transit,17,100,0.76,Critical Exposure,2026-06-08T02:14:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,172.27.90.99,Edge Distribution,20,10,0.17,Operational / Patch Compliant,2026-06-10T23:46:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,10.82.72.147,Edge Distribution,6,40,0.42,Operational / Patch Compliant,2026-06-10T08:32:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_02,10.248.143.29,Edge Distribution,19,10,0.22,Operational / Patch Compliant,2026-06-13T17:58:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,10.119.10.63,Inter-DC Transit,24,40,0.15,Operational / Patch Compliant,2026-06-11T06:21:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,172.16.86.71,Edge Distribution,20,10,0.39,Operational / Patch Compliant,2026-06-08T00:21:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_04,172.24.179.39,Backbone Trunk,1,200,0.29,Operational / Patch Compliant,2026-06-15T01:24:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.17.11.107,Backbone Trunk,8,200,0.17,Operational / Patch Compliant,2026-06-07T18:37:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,10.23.149.42,Inter-DC Transit,14,100,0.37,Operational / Patch Compliant,2026-06-11T18:59:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,10.148.199.127,Edge Distribution,6,40,0.12,Operational / Patch Compliant,2026-06-09T17:27:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_04,172.22.2.249,Backbone Trunk,5,200,0.03,Operational / Patch Compliant,2026-06-14T03:51:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,172.20.154.200,Edge Distribution,9,40,0.21,Operational / Patch Compliant,2026-06-08T19:06:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,10.120.99.120,Edge Distribution,17,40,0.39,Operational / Patch Compliant,2026-06-09T18:05:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_04,172.22.238.119,Inter-DC Transit,22,40,0.87,Critical Exposure,2026-06-10T15:31:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,10.159.50.196,Edge Distribution,15,10,0.07,Operational / Patch Compliant,2026-06-11T17:00:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_05,10.43.96.209,Inter-DC Transit,32,40,0.33,Operational / Patch Compliant,2026-06-10T13:13:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,10.248.64.139,Edge Distribution,16,40,0.26,Operational / Patch Compliant,2026-06-14T03:20:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,172.19.10.241,Backbone Trunk,4,200,0.58,Mitigation Required,2026-06-09T22:25:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_05,10.212.71.21,Edge Distribution,9,10,0.31,Operational / Patch Compliant,2026-06-14T12:55:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,172.18.255.254,Backbone Trunk,6,100,0.18,Operational / Patch Compliant,2026-06-15T02:59:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,172.28.104.219,Edge Distribution,12,10,0.43,Operational / Patch Compliant,2026-06-14T08:08:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,172.22.9.202,Edge Distribution,13,40,0.29,Operational / Patch Compliant,2026-06-13T11:23:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,10.169.174.145,Edge Distribution,11,10,0.33,Operational / Patch Compliant,2026-06-09T20:26:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,172.23.232.37,Backbone Trunk,6,200,0.35,Operational / Patch Compliant,2026-06-08T10:12:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.29.60.179,Edge Distribution,10,10,0.36,Operational / Patch Compliant,2026-06-08T04:30:44Z
US (Virginia-East),US_Core_Backbone_03,10.191.63.245,Backbone Trunk,7,100,0.05,Operational / Patch Compliant,2026-06-11T13:19:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_02,10.138.131.54,Inter-DC Transit,19,100,0.85,Critical Exposure,2026-06-08T14:33:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_01,10.4.226.32,Inter-DC Transit,28,40,0.26,Operational / Patch Compliant,2026-06-14T15:54:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,10.59.191.17,Inter-DC Transit,23,100,0.15,Operational / Patch Compliant,2026-06-14T02:26:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,10.19.164.68,Edge Distribution,11,40,0.45,Operational / Patch Compliant,2026-06-12T09:53:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_02,10.213.147.207,Inter-DC Transit,15,40,0.14,Operational / Patch Compliant,2026-06-15T06:22:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_02,10.148.2.214,Backbone Trunk,8,400,0.32,Operational / Patch Compliant,2026-06-11T21:38:44Z
US (Virginia-East),US_Core_Backbone_05,10.108.254.11,Backbone Trunk,7,400,0.34,Operational / Patch Compliant,2026-06-09T17:02:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,10.159.133.107,Edge Distribution,17,10,0.15,Operational / Patch Compliant,2026-06-10T21:02:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_04,10.74.209.25,Edge Distribution,20,10,0.21,Operational / Patch Compliant,2026-06-08T00:23:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,172.20.116.33,Inter-DC Transit,12,40,0.18,Operational / Patch Compliant,2026-06-09T14:01:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_04,172.24.140.36,Backbone Trunk,5,100,0.35,Operational / Patch Compliant,2026-06-10T02:15:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.28.96.14,Inter-DC Transit,24,100,0.05,Operational / Patch Compliant,2026-06-10T19:31:44Z
US (Virginia-East),US_Border_Gateway_03,10.28.0.159,Inter-DC Transit,25,40,0.41,Operational / Patch Compliant,2026-06-11T02:38:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.87.15.199,Backbone Trunk,1,100,0.84,Critical Exposure,2026-06-12T22:51:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_04,10.117.112.38,Edge Distribution,8,10,0.07,Operational / Patch Compliant,2026-06-11T18:22:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,10.60.98.117,Inter-DC Transit,15,40,0.36,Operational / Patch Compliant,2026-06-13T15:47:44Z
US (Virginia-East),US_Edge_Aggregation_04,10.59.62.22,Edge Distribution,9,10,0.18,Operational / Patch Compliant,2026-06-09T04:59:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,10.210.253.56,Edge Distribution,11,40,0.31,Operational / Patch Compliant,2026-06-10T23:13:44Z
US (Virginia-East),US_Edge_Aggregation_04,10.51.91.149,Edge Distribution,21,40,0.31,Operational / Patch Compliant,2026-06-11T02:05:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,172.31.208.10,Backbone Trunk,1,200,0.01,Operational / Patch Compliant,2026-06-14T15:38:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.17.86.142,Inter-DC Transit,27,100,0.63,Mitigation Required,2026-06-07T12:46:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_04,172.31.165.20,Edge Distribution,7,40,0.04,Operational / Patch Compliant,2026-06-15T05:49:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.20.18.107,Edge Distribution,15,40,0.29,Operational / Patch Compliant,2026-06-10T07:11:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_05,172.22.61.139,Inter-DC Transit,31,100,0.16,Operational / Patch Compliant,2026-06-15T03:56:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_05,172.16.168.7,Edge Distribution,11,40,0.25,Operational / Patch Compliant,2026-06-10T08:52:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_01,10.151.243.53,Edge Distribution,6,10,0.26,Operational / Patch Compliant,2026-06-15T00:36:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,172.21.143.172,Backbone Trunk,6,400,0.98,Critical Exposure,2026-06-10T03:45:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_02,172.28.37.126,Edge Distribution,14,40,0.23,Operational / Patch Compliant,2026-06-07T13:31:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_04,172.28.234.87,Edge Distribution,18,10,0.11,Operational / Patch Compliant,2026-06-10T17:10:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,10.37.247.4,Edge Distribution,11,40,0.15,Operational / Patch Compliant,2026-06-10T19:05:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_05,10.231.87.223,Inter-DC Transit,16,40,0.31,Operational / Patch Compliant,2026-06-13T13:44:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_05,10.25.38.240,Backbone Trunk,6,400,0.18,Operational / Patch Compliant,2026-06-07T21:44:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,172.24.184.13,Edge Distribution,9,40,0.18,Operational / Patch Compliant,2026-06-10T00:06:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,172.16.101.103,Backbone Trunk,6,400,0.14,Operational / Patch Compliant,2026-06-07T16:58:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.30.204.149,Inter-DC Transit,21,40,0.14,Operational / Patch Compliant,2026-06-07T13:10:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,10.218.221.134,Edge Distribution,15,10,0.12,Operational / Patch Compliant,2026-06-14T14:24:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,172.23.39.80,Inter-DC Transit,15,100,0.13,Operational / Patch Compliant,2026-06-14T06:07:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,172.23.74.206,Backbone Trunk,7,400,0.24,Operational / Patch Compliant,2026-06-13T02:06:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_04,10.202.8.127,Edge Distribution,14,10,0.23,Operational / Patch Compliant,2026-06-14T19:25:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_02,172.21.167.22,Edge Distribution,14,40,0.85,Critical Exposure,2026-06-14T06:57:44Z
US (Virginia-East),US_Edge_Aggregation_01,172.26.195.200,Edge Distribution,19,40,0.35,Operational / Patch Compliant,2026-06-13T22:11:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_02,10.90.31.85,Backbone Trunk,3,200,0.36,Operational / Patch Compliant,2026-06-11T03:54:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,172.27.249.201,Backbone Trunk,6,400,0.42,Operational / Patch Compliant,2026-06-12T15:14:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,10.106.247.53,Edge Distribution,17,10,0.18,Operational / Patch Compliant,2026-06-07T16:02:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_02,10.228.164.196,Edge Distribution,5,10,0.4,Operational / Patch Compliant,2026-06-08T07:48:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.115.35.216,Backbone Trunk,2,400,0.4,Operational / Patch Compliant,2026-06-14T22:57:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,172.20.90.117,Inter-DC Transit,30,40,0.09,Operational / Patch Compliant,2026-06-12T21:59:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,172.18.17.143,Edge Distribution,13,40,0.24,Operational / Patch Compliant,2026-06-08T14:10:44Z
US (Virginia-East),US_Edge_Aggregation_05,10.6.199.15,Edge Distribution,7,10,0.21,Operational / Patch Compliant,2026-06-10T22:37:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.152.64.120,Backbone Trunk,3,100,0.6,Mitigation Required,2026-06-09T14:53:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,172.20.166.234,Inter-DC Transit,34,100,0.17,Operational / Patch Compliant,2026-06-11T17:59:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.24.72.175,Edge Distribution,15,40,0.34,Operational / Patch Compliant,2026-06-09T03:08:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_04,172.31.31.195,Backbone Trunk,5,200,0.94,Critical Exposure,2026-06-13T13:39:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.65.185.220,Edge Distribution,10,40,0.03,Operational / Patch Compliant,2026-06-07T14:03:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,172.16.204.20,Inter-DC Transit,20,40,0.18,Operational / Patch Compliant,2026-06-13T13:24:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_02,172.16.39.87,Inter-DC Transit,26,100,0.4,Operational / Patch Compliant,2026-06-13T13:47:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.46.140.245,Backbone Trunk,4,100,0.28,Operational / Patch Compliant,2026-06-15T04:39:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_04,172.26.242.133,Backbone Trunk,8,400,0.4,Operational / Patch Compliant,2026-06-07T20:39:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,172.30.107.188,Edge Distribution,7,10,0.16,Operational / Patch Compliant,2026-06-14T03:35:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,10.69.122.232,Edge Distribution,7,10,0.3,Operational / Patch Compliant,2026-06-12T17:02:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,10.136.60.252,Backbone Trunk,2,200,0.28,Operational / Patch Compliant,2026-06-07T19:27:44Z
US (Virginia-East),US_Border_Gateway_05,10.103.45.21,Inter-DC Transit,33,100,0.11,Operational / Patch Compliant,2026-06-14T06:11:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,10.30.133.69,Backbone Trunk,7,200,0.18,Operational / Patch Compliant,2026-06-13T10:47:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,10.143.145.101,Edge Distribution,8,40,0.02,Operational / Patch Compliant,2026-06-09T09:45:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,172.20.95.95,Edge Distribution,18,40,0.3,Operational / Patch Compliant,2026-06-10T04:05:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_02,172.18.229.83,Edge Distribution,18,40,0.95,Critical Exposure,2026-06-14T19:19:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.31.211.150,Backbone Trunk,1,400,0.3,Operational / Patch Compliant,2026-06-07T11:27:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,10.4.203.52,Edge Distribution,17,40,0.03,Operational / Patch Compliant,2026-06-08T03:41:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,10.239.115.54,Edge Distribution,19,40,0.37,Operational / Patch Compliant,2026-06-13T18:28:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,172.28.47.34,Inter-DC Transit,32,40,0.36,Operational / Patch Compliant,2026-06-09T01:00:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_02,10.198.234.208,Inter-DC Transit,17,100,0.31,Operational / Patch Compliant,2026-06-13T16:55:44Z
US (Virginia-East),US_Edge_Aggregation_02,10.146.149.1,Edge Distribution,10,40,0.27,Operational / Patch Compliant,2026-06-13T19:41:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_01,10.139.229.4,Inter-DC Transit,26,40,0.09,Operational / Patch Compliant,2026-06-11T17:46:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,172.25.189.71,Edge Distribution,6,10,0.43,Operational / Patch Compliant,2026-06-13T07:15:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_03,10.84.218.15,Backbone Trunk,5,100,0.42,Operational / Patch Compliant,2026-06-11T23:34:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_05,172.26.36.43,Backbone Trunk,1,400,0.14,Operational / Patch Compliant,2026-06-09T14:21:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,10.170.127.156,Edge Distribution,20,10,0.15,Operational / Patch Compliant,2026-06-09T16:27:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,10.11.248.124,Edge Distribution,20,10,0.36,Operational / Patch Compliant,2026-06-10T11:37:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,172.30.112.129,Inter-DC Transit,29,100,0.91,Critical Exposure,2026-06-09T22:10:44Z
US (Virginia-East),US_Edge_Aggregation_01,10.81.120.76,Edge Distribution,9,10,0.35,Operational / Patch Compliant,2026-06-10T23:51:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_02,172.22.131.87,Backbone Trunk,4,200,0.44,Operational / Patch Compliant,2026-06-11T17:52:44Z
US (Virginia-East),US_Distribution_Layer_01,172.27.136.9,Edge Distribution,11,40,0.21,Operational / Patch Compliant,2026-06-10T19:40:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,10.167.241.208,Edge Distribution,8,10,0.39,Operational / Patch Compliant,2026-06-09T19:24:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,10.195.23.184,Edge Distribution,12,10,0.12,Operational / Patch Compliant,2026-06-07T21:33:44Z
